,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,WklyStudyHours,NrSiblings,MathScore,ReadingScore,WritingScore,Average
21548,female,group C,some high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,51.0,67.0,66.0,61.333333333333336
21549,female,group C,high school,free/reduced,none,married,regularly,yes,private,< 5,1.0,64.0,70.0,68.0,67.33333333333333
21550,male,group C,associate's degree,standard,completed,married,sometimes,yes,school_bus,< 5,1.0,68.0,70.0,69.0,69.0
21551,female,group C,high school,standard,completed,divorced,sometimes,no,school_bus,5 - 10,3.0,75.0,78.0,84.0,79.0
21552,female,group C,high school,standard,completed,single,regularly,yes,school_bus,< 5,4.0,56.0,68.0,70.0,64.66666666666667
21553,female,group E,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,2.0,87.0,83.0,86.0,85.33333333333333
21554,male,group B,some high school,standard,none,married,sometimes,yes,school_bus,< 5,3.0,46.0,49.0,41.0,45.333333333333336
21555,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,private,5 - 10,6.0,97.0,90.0,95.0,94.0
21556,female,group C,some high school,standard,none,single,regularly,no,private,> 10,1.0,23.0,35.0,31.0,29.0
21557,female,group C,some high school,standard,none,married,sometimes,yes,private,5 - 10,0.0,46.0,64.0,59.0,56.333333333333336
21558,male,group B,some college,standard,completed,married,regularly,no,private,5 - 10,2.0,100.0,88.0,89.0,92.33333333333333
21559,female,group E,high school,free/reduced,none,married,regularly,no,school_bus,5 - 10,3.0,65.0,80.0,78.0,74.33333333333333
21560,female,group B,some college,standard,none,divorced,sometimes,yes,private,< 5,4.0,42.0,55.0,47.0,48.0
21561,male,group D,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,3.5,62.0,65.0,62.0,63.0
21562,female,group D,high school,standard,completed,single,sometimes,no,school_bus,5 - 10,1.0,59.0,69.0,70.0,66.0
21563,female,group B,some high school,standard,completed,single,sometimes,no,school_bus,5 - 10,2.0,56.0,71.0,69.0,65.33333333333333
21564,male,group B,some college,free/reduced,completed,divorced,sometimes,no,school_bus,5 - 10,2.0,82.0,76.0,70.0,76.0
21565,female,group C,associate's degree,standard,completed,married,sometimes,yes,private,5 - 10,1.0,65.0,67.0,69.0,67.0
21566,female,group A,master's degree,standard,completed,single,regularly,yes,private,< 5,3.0,56.0,65.0,74.0,65.0
21567,female,group D,high school,standard,none,married,sometimes,yes,school_bus,> 10,1.0,70.0,77.0,76.0,74.33333333333333
21568,female,group E,high school,standard,none,single,sometimes,no,private,5 - 10,1.0,55.0,58.0,56.0,56.333333333333336
21569,female,group E,some college,standard,completed,single,sometimes,yes,school_bus,> 10,3.0,88.0,89.0,94.0,90.33333333333333
21570,male,group C,some high school,standard,none,married,sometimes,yes,private,< 5,1.0,61.0,54.0,51.0,55.333333333333336
21571,female,group E,master's degree,standard,completed,married,sometimes,no,school_bus,< 5,2.0,64.0,82.0,82.0,76.0
21572,female,group C,associate's degree,standard,none,single,regularly,no,school_bus,5 - 10,2.0,73.0,70.0,78.0,73.66666666666667
21573,female,group B,some college,standard,completed,single,regularly,no,school_bus,5 - 10,1.0,74.0,80.0,80.0,78.0
21574,female,group C,some college,standard,none,single,sometimes,yes,school_bus,5 - 10,1.0,49.0,62.0,60.0,57.0
21575,male,group A,bachelor's degree,standard,none,divorced,never,yes,school_bus,< 5,4.0,72.0,66.0,71.0,69.66666666666667
21576,female,group B,associate's degree,standard,completed,married,sometimes,yes,school_bus,5 - 10,4.0,79.0,87.0,91.0,85.66666666666667
21577,male,group C,associate's degree,free/reduced,completed,single,sometimes,yes,school_bus,< 5,1.0,76.0,68.0,68.0,70.66666666666667
21578,female,group B,some college,free/reduced,completed,single,regularly,yes,school_bus,5 - 10,1.0,48.0,65.0,65.0,59.333333333333336
21579,female,group B,high school,free/reduced,none,single,never,no,private,5 - 10,1.0,24.0,27.5,26.5,27.833333333333332
21580,female,group B,some college,standard,completed,single,regularly,no,school_bus,5 - 10,1.0,63.0,64.0,71.0,66.0
21581,male,group D,associate's degree,standard,none,married,sometimes,yes,private,< 5,1.0,79.0,78.0,74.0,77.0
21582,male,group C,some high school,free/reduced,completed,married,regularly,yes,school_bus,< 5,3.0,64.0,62.0,66.0,64.0
21583,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,school_bus,< 5,2.0,84.0,82.0,94.0,86.66666666666667
21584,female,group A,some college,standard,none,single,sometimes,yes,school_bus,> 10,2.0,75.0,85.0,83.0,81.0
21585,female,group C,some high school,free/reduced,none,married,sometimes,yes,private,5 - 10,3.0,23.0,37.0,34.0,29.0
21586,female,group C,some high school,standard,none,divorced,sometimes,no,school_bus,< 5,3.0,69.0,82.0,78.0,76.33333333333333
21587,female,group B,some high school,standard,none,married,regularly,yes,private,5 - 10,3.0,46.0,51.0,52.0,49.666666666666664
21588,male,group D,some college,standard,none,single,sometimes,no,school_bus,5 - 10,2.0,79.0,75.0,70.0,74.66666666666667
21589,male,group C,some high school,standard,none,married,sometimes,yes,private,5 - 10,1.0,51.0,45.0,44.0,46.666666666666664
21590,female,group C,bachelor's degree,standard,none,single,sometimes,yes,school_bus,> 10,5.0,74.0,77.0,84.0,78.33333333333333
21591,female,group B,some high school,standard,none,married,never,yes,school_bus,5 - 10,1.0,69.0,66.0,65.0,66.66666666666667
21592,male,group B,bachelor's degree,standard,none,married,regularly,yes,private,5 - 10,0.0,73.0,71.0,70.0,71.33333333333333
21593,female,group B,some high school,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,84.0,86.0,88.0,86.0
21594,male,group D,some college,standard,none,married,sometimes,yes,school_bus,5 - 10,3.0,90.0,80.0,80.0,83.33333333333333
21595,female,group C,some college,standard,none,divorced,sometimes,no,private,< 5,1.0,57.0,65.0,61.0,61.0
21596,male,group C,high school,standard,none,divorced,never,yes,school_bus,5 - 10,1.0,55.0,53.0,47.0,51.666666666666664
21597,male,group A,master's degree,free/reduced,none,married,sometimes,no,school_bus,> 10,4.0,49.0,51.0,49.0,49.666666666666664
21598,female,group C,some college,free/reduced,completed,divorced,regularly,yes,school_bus,< 5,2.0,59.0,67.0,73.0,66.33333333333333
21599,male,group C,some high school,standard,none,married,sometimes,yes,private,> 10,1.0,56.0,50.0,54.0,53.333333333333336
21600,male,group A,high school,standard,none,divorced,sometimes,yes,school_bus,5 - 10,3.0,60.0,52.0,54.0,55.333333333333336
21601,female,group C,some college,standard,none,married,sometimes,yes,private,< 5,6.0,73.0,87.0,89.0,83.0
21602,male,group C,some high school,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,5.0,79.0,79.0,79.0,79.0
21603,female,group C,some college,free/reduced,none,single,sometimes,no,school_bus,5 - 10,5.0,44.0,62.0,59.0,55.0
21604,male,group B,high school,standard,none,married,regularly,yes,private,5 - 10,2.0,89.0,79.0,86.0,84.66666666666667
21605,male,group C,some college,standard,completed,married,regularly,yes,private,5 - 10,2.0,75.0,81.0,79.0,78.33333333333333
21606,male,group D,high school,free/reduced,none,divorced,sometimes,no,school_bus,5 - 10,3.0,56.0,45.0,49.0,50.0
21607,male,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,private,5 - 10,1.0,31.0,33.0,26.5,30.0
21608,female,group D,associate's degree,standard,completed,single,sometimes,yes,school_bus,5 - 10,0.0,73.0,83.0,89.0,81.66666666666667
21609,male,group C,associate's degree,free/reduced,completed,single,sometimes,no,private,5 - 10,1.0,76.0,66.0,64.0,68.66666666666667
21610,female,group B,some college,standard,none,married,sometimes,no,private,5 - 10,2.0,75.0,86.0,84.0,81.66666666666667
21611,male,group D,high school,standard,none,single,sometimes,no,school_bus,5 - 10,1.0,80.0,76.0,70.0,75.33333333333333
21612,male,group D,associate's degree,standard,none,married,sometimes,yes,private,5 - 10,2.0,80.0,67.0,66.0,71.0
21613,female,group B,some college,free/reduced,completed,single,regularly,yes,school_bus,> 10,2.0,42.0,55.0,57.0,51.333333333333336
21614,male,group B,master's degree,free/reduced,none,married,sometimes,yes,school_bus,> 10,3.0,58.0,52.0,53.0,54.333333333333336
21615,female,group B,some college,standard,none,single,sometimes,yes,private,> 10,1.0,51.0,60.0,63.0,58.0
21616,female,group B,bachelor's degree,standard,none,married,regularly,yes,private,< 5,1.0,59.0,64.0,62.0,61.666666666666664
21617,male,group C,high school,standard,none,divorced,sometimes,yes,private,> 10,0.0,80.0,79.0,84.0,81.0
21618,male,group D,associate's degree,standard,completed,divorced,sometimes,yes,private,< 5,3.0,67.0,73.0,70.0,70.0
21619,male,group D,some college,free/reduced,completed,single,regularly,no,school_bus,5 - 10,6.0,64.0,68.0,70.0,67.33333333333333
21620,male,group B,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,1.0,90.0,90.0,82.0,87.33333333333333
21621,female,group E,some college,standard,none,married,sometimes,no,school_bus,5 - 10,4.0,97.0,95.0,98.0,96.66666666666667
21622,male,group D,some high school,free/reduced,none,single,never,yes,school_bus,> 10,4.0,52.0,38.0,34.0,41.333333333333336
21623,male,group C,some high school,free/reduced,none,divorced,sometimes,yes,school_bus,5 - 10,3.0,53.0,41.0,39.0,44.333333333333336
21624,male,group D,some college,free/reduced,none,married,never,no,private,5 - 10,4.0,71.0,72.0,74.0,72.33333333333333
21625,female,group D,high school,standard,none,married,sometimes,no,school_bus,< 5,1.0,57.0,78.0,78.0,71.0
21626,male,group C,some high school,free/reduced,none,married,sometimes,no,school_bus,< 5,1.0,52.0,52.0,49.0,51.0
21627,male,group C,associate's degree,standard,completed,married,regularly,yes,private,< 5,0.0,85.0,82.0,84.0,83.66666666666667
21628,female,group C,some high school,free/reduced,none,married,regularly,yes,school_bus,< 5,1.0,51.0,71.0,72.0,64.66666666666667
21629,female,group D,some high school,standard,none,married,sometimes,yes,private,5 - 10,0.0,49.0,52.0,57.0,52.666666666666664
21630,female,group C,some high school,standard,none,divorced,sometimes,yes,school_bus,5 - 10,3.0,45.0,60.0,60.0,55.0
21631,male,group E,associate's degree,standard,none,married,regularly,yes,school_bus,< 5,4.0,75.0,66.0,60.0,67.0
21632,male,group C,some college,standard,completed,single,regularly,yes,school_bus,> 10,1.0,72.0,63.0,73.0,69.33333333333333
21633,male,group D,some high school,standard,none,divorced,regularly,no,school_bus,5 - 10,4.0,81.0,77.0,77.0,78.33333333333333
21634,female,group C,associate's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,48.0,48.0,51.0,49.0
21635,female,group D,some high school,free/reduced,none,single,regularly,yes,school_bus,5 - 10,1.0,53.0,62.0,63.0,59.333333333333336
21636,female,group B,some college,free/reduced,completed,married,regularly,yes,school_bus,< 5,1.0,57.0,67.0,68.0,64.0
21637,female,group C,master's degree,standard,none,married,sometimes,no,school_bus,< 5,2.0,74.0,82.0,87.0,81.0
21638,male,group C,some college,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,3.0,65.0,77.0,72.0,71.33333333333333
21639,male,group B,some high school,free/reduced,completed,married,sometimes,yes,school_bus,< 5,5.0,64.0,72.0,64.0,66.66666666666667
21640,male,group C,high school,free/reduced,none,married,regularly,yes,private,> 10,2.0,81.0,70.0,61.0,70.66666666666667
21641,male,group D,some college,standard,completed,divorced,regularly,yes,school_bus,5 - 10,0.0,98.0,82.0,86.0,88.66666666666667
21642,male,group E,some college,standard,none,married,sometimes,yes,school_bus,5 - 10,4.0,94.0,86.0,78.0,86.0
21643,male,group D,master's degree,standard,none,married,regularly,yes,private,< 5,1.0,77.0,68.0,71.0,72.0
21644,male,group D,some high school,standard,none,single,sometimes,yes,private,5 - 10,0.0,78.0,71.0,68.0,72.33333333333333
21645,male,group C,some college,free/reduced,completed,single,regularly,yes,school_bus,5 - 10,1.5,52.0,52.0,51.0,51.666666666666664
21646,female,group C,some college,standard,none,married,sometimes,no,school_bus,< 5,4.0,46.0,65.0,57.0,56.0
21647,female,group D,some college,standard,none,married,regularly,no,school_bus,5 - 10,1.0,81.0,79.0,84.0,81.33333333333333
21648,male,group C,associate's degree,free/reduced,completed,married,regularly,yes,school_bus,< 5,5.0,59.0,62.0,64.0,61.666666666666664
21649,male,group D,master's degree,standard,none,married,sometimes,yes,private,5 - 10,2.0,47.0,48.0,48.0,47.666666666666664
21650,female,group C,bachelor's degree,standard,none,married,never,yes,school_bus,< 5,4.0,72.0,81.0,78.0,77.0
21651,female,group D,some college,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,64.0,70.0,77.0,70.33333333333333
21652,male,group E,some high school,standard,completed,married,regularly,yes,private,> 10,3.0,90.0,69.0,77.0,78.66666666666667
21653,female,group B,bachelor's degree,free/reduced,none,married,never,yes,school_bus,5 - 10,2.0,48.0,53.0,51.0,50.666666666666664
21654,female,group C,some college,standard,none,single,never,yes,school_bus,< 5,1.0,60.0,69.0,63.0,64.0
21655,male,group E,associate's degree,standard,none,married,sometimes,yes,school_bus,< 5,1.0,62.0,55.0,45.0,54.0
21656,male,group D,associate's degree,standard,none,single,regularly,yes,private,> 10,2.0,68.0,58.0,54.0,60.0
21657,female,group C,some college,standard,none,married,sometimes,no,school_bus,5 - 10,2.0,60.0,54.0,53.0,55.666666666666664
21658,female,group D,bachelor's degree,standard,none,married,never,yes,school_bus,5 - 10,1.0,68.0,71.0,73.0,70.66666666666667
21659,female,group C,some college,free/reduced,none,married,regularly,yes,school_bus,> 10,2.0,50.0,59.0,64.0,57.666666666666664
21660,male,group B,master's degree,standard,completed,married,regularly,yes,private,5 - 10,4.0,84.0,76.0,77.0,79.0
21661,male,group C,some college,standard,completed,married,regularly,no,private,< 5,2.0,69.0,74.0,75.0,72.66666666666667
21662,female,group C,some college,standard,completed,married,sometimes,yes,private,> 10,3.0,57.0,77.0,78.0,70.66666666666667
21663,female,group C,some college,standard,completed,married,regularly,no,private,5 - 10,1.0,71.0,89.0,92.0,84.0
21664,female,group B,some college,standard,completed,married,sometimes,yes,private,5 - 10,3.0,63.0,65.0,69.0,65.66666666666667
21665,female,group B,some college,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,1.0,62.0,80.0,80.0,74.0
21666,female,group C,some college,free/reduced,completed,single,regularly,no,school_bus,5 - 10,2.0,39.0,62.0,57.0,52.666666666666664
21667,female,group B,master's degree,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,77.0,83.0,81.0,80.33333333333333
21668,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,0.0,54.0,59.0,54.0,55.666666666666664
21669,female,group A,some college,standard,none,married,sometimes,no,private,5 - 10,2.0,46.0,50.0,47.0,47.666666666666664
21670,female,group C,associate's degree,free/reduced,completed,single,sometimes,no,school_bus,> 10,1.0,69.0,80.0,79.0,76.0
21671,female,group D,bachelor's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,75.0,84.0,90.0,83.0
21672,female,group A,master's degree,standard,none,divorced,never,yes,school_bus,5 - 10,1.0,68.0,81.0,79.0,76.0
21673,female,group C,some college,standard,none,single,sometimes,yes,private,5 - 10,3.0,47.0,55.0,57.0,53.0
21674,female,group C,some college,free/reduced,completed,married,sometimes,yes,school_bus,< 5,2.0,32.0,62.0,59.0,51.0
21675,male,group A,high school,standard,completed,single,sometimes,yes,school_bus,5 - 10,2.0,73.0,70.0,65.0,69.33333333333333
21676,female,group A,high school,standard,none,married,regularly,yes,school_bus,> 10,3.0,71.0,74.0,66.0,70.33333333333333
21677,female,group C,high school,free/reduced,none,divorced,sometimes,yes,private,< 5,0.0,69.0,81.0,80.0,76.66666666666667
21678,female,group C,some high school,standard,none,single,sometimes,yes,private,< 5,1.0,56.0,60.0,54.0,56.666666666666664
21679,male,group C,associate's degree,standard,none,married,sometimes,no,school_bus,< 5,2.0,71.0,75.0,78.0,74.66666666666667
21680,female,group B,some college,free/reduced,none,divorced,sometimes,yes,school_bus,5 - 10,5.0,24.0,49.0,42.0,38.333333333333336
21681,female,group D,some high school,standard,none,divorced,regularly,yes,private,5 - 10,1.0,32.0,52.0,45.0,43.0
